Index,Image_Path,Target_Path
strasbourg_000000_013223,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_013223_leftImg8bit.png,./Data/masks/strasbourg_000000_013223.png
strasbourg_000001_041215,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_041215_leftImg8bit.png,./Data/masks/strasbourg_000001_041215.png
strasbourg_000000_029339,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_029339_leftImg8bit.png,./Data/masks/strasbourg_000000_029339.png
strasbourg_000001_027097,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_027097_leftImg8bit.png,./Data/masks/strasbourg_000001_027097.png
strasbourg_000000_000751,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_000751_leftImg8bit.png,./Data/masks/strasbourg_000000_000751.png
strasbourg_000001_037645,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_037645_leftImg8bit.png,./Data/masks/strasbourg_000001_037645.png
strasbourg_000001_049143,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_049143_leftImg8bit.png,./Data/masks/strasbourg_000001_049143.png
strasbourg_000000_004951,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_004951_leftImg8bit.png,./Data/masks/strasbourg_000000_004951.png
strasbourg_000000_019355,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_019355_leftImg8bit.png,./Data/masks/strasbourg_000000_019355.png
strasbourg_000001_036232,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_036232_leftImg8bit.png,./Data/masks/strasbourg_000001_036232.png
strasbourg_000000_031602,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_031602_leftImg8bit.png,./Data/masks/strasbourg_000000_031602.png
strasbourg_000001_028852,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_028852_leftImg8bit.png,./Data/masks/strasbourg_000001_028852.png
strasbourg_000000_033062,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_033062_leftImg8bit.png,./Data/masks/strasbourg_000000_033062.png
strasbourg_000000_008784,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_008784_leftImg8bit.png,./Data/masks/strasbourg_000000_008784.png
strasbourg_000000_010372,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_010372_leftImg8bit.png,./Data/masks/strasbourg_000000_010372.png
strasbourg_000001_000508,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_000508_leftImg8bit.png,./Data/masks/strasbourg_000001_000508.png
strasbourg_000001_046324,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_046324_leftImg8bit.png,./Data/masks/strasbourg_000001_046324.png
strasbourg_000000_034652,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_034652_leftImg8bit.png,./Data/masks/strasbourg_000000_034652.png
strasbourg_000001_053222,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_053222_leftImg8bit.png,./Data/masks/strasbourg_000001_053222.png
strasbourg_000001_002644,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_002644_leftImg8bit.png,./Data/masks/strasbourg_000001_002644.png
strasbourg_000000_005249,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_005249_leftImg8bit.png,./Data/masks/strasbourg_000000_005249.png
strasbourg_000001_037090,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_037090_leftImg8bit.png,./Data/masks/strasbourg_000001_037090.png
strasbourg_000001_062542,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_062542_leftImg8bit.png,./Data/masks/strasbourg_000001_062542.png
strasbourg_000001_006562,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_006562_leftImg8bit.png,./Data/masks/strasbourg_000001_006562.png
strasbourg_000000_035008,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_035008_leftImg8bit.png,./Data/masks/strasbourg_000000_035008.png
strasbourg_000001_040564,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_040564_leftImg8bit.png,./Data/masks/strasbourg_000001_040564.png
strasbourg_000000_018358,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_018358_leftImg8bit.png,./Data/masks/strasbourg_000000_018358.png
strasbourg_000001_033448,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_033448_leftImg8bit.png,./Data/masks/strasbourg_000001_033448.png
strasbourg_000000_029577,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_029577_leftImg8bit.png,./Data/masks/strasbourg_000000_029577.png
strasbourg_000000_022489,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_022489_leftImg8bit.png,./Data/masks/strasbourg_000000_022489.png
strasbourg_000000_010049,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_010049_leftImg8bit.png,./Data/masks/strasbourg_000000_010049.png
strasbourg_000000_033747,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_033747_leftImg8bit.png,./Data/masks/strasbourg_000000_033747.png
strasbourg_000000_016024,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_016024_leftImg8bit.png,./Data/masks/strasbourg_000000_016024.png
strasbourg_000000_032186,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_032186_leftImg8bit.png,./Data/masks/strasbourg_000000_032186.png
strasbourg_000000_030324,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_030324_leftImg8bit.png,./Data/masks/strasbourg_000000_030324.png
strasbourg_000000_004660,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_004660_leftImg8bit.png,./Data/masks/strasbourg_000000_004660.png
strasbourg_000001_005219,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_005219_leftImg8bit.png,./Data/masks/strasbourg_000001_005219.png
strasbourg_000000_036016,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_036016_leftImg8bit.png,./Data/masks/strasbourg_000000_036016.png
strasbourg_000000_033425,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_033425_leftImg8bit.png,./Data/masks/strasbourg_000000_033425.png
strasbourg_000001_014629,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_014629_leftImg8bit.png,./Data/masks/strasbourg_000001_014629.png
strasbourg_000001_012956,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_012956_leftImg8bit.png,./Data/masks/strasbourg_000001_012956.png
strasbourg_000001_052297,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_052297_leftImg8bit.png,./Data/masks/strasbourg_000001_052297.png
strasbourg_000000_001278,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_001278_leftImg8bit.png,./Data/masks/strasbourg_000000_001278.png
strasbourg_000001_013914,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_013914_leftImg8bit.png,./Data/masks/strasbourg_000001_013914.png
strasbourg_000001_026106,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_026106_leftImg8bit.png,./Data/masks/strasbourg_000001_026106.png
strasbourg_000001_052840,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_052840_leftImg8bit.png,./Data/masks/strasbourg_000001_052840.png
strasbourg_000001_021951,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_021951_leftImg8bit.png,./Data/masks/strasbourg_000001_021951.png
strasbourg_000001_032660,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_032660_leftImg8bit.png,./Data/masks/strasbourg_000001_032660.png
strasbourg_000000_028556,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_028556_leftImg8bit.png,./Data/masks/strasbourg_000000_028556.png
strasbourg_000001_009471,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_009471_leftImg8bit.png,./Data/masks/strasbourg_000001_009471.png
strasbourg_000001_055860,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_055860_leftImg8bit.png,./Data/masks/strasbourg_000001_055860.png
strasbourg_000001_000710,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_000710_leftImg8bit.png,./Data/masks/strasbourg_000001_000710.png
strasbourg_000000_012934,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_012934_leftImg8bit.png,./Data/masks/strasbourg_000000_012934.png
strasbourg_000000_030017,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_030017_leftImg8bit.png,./Data/masks/strasbourg_000000_030017.png
strasbourg_000000_031067,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_031067_leftImg8bit.png,./Data/masks/strasbourg_000000_031067.png
strasbourg_000000_007727,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_007727_leftImg8bit.png,./Data/masks/strasbourg_000000_007727.png
strasbourg_000000_013944,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_013944_leftImg8bit.png,./Data/masks/strasbourg_000000_013944.png
strasbourg_000001_029696,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_029696_leftImg8bit.png,./Data/masks/strasbourg_000001_029696.png
strasbourg_000000_026575,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_026575_leftImg8bit.png,./Data/masks/strasbourg_000000_026575.png
strasbourg_000000_026741,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_026741_leftImg8bit.png,./Data/masks/strasbourg_000000_026741.png
strasbourg_000001_009097,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_009097_leftImg8bit.png,./Data/masks/strasbourg_000001_009097.png
strasbourg_000000_014743,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_014743_leftImg8bit.png,./Data/masks/strasbourg_000000_014743.png
strasbourg_000001_052430,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_052430_leftImg8bit.png,./Data/masks/strasbourg_000001_052430.png
strasbourg_000000_030122,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_030122_leftImg8bit.png,./Data/masks/strasbourg_000000_030122.png
strasbourg_000001_060821,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_060821_leftImg8bit.png,./Data/masks/strasbourg_000001_060821.png
strasbourg_000001_032315,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_032315_leftImg8bit.png,./Data/masks/strasbourg_000001_032315.png
weimar_000128_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000128_000019_leftImg8bit.png,./Data/masks/weimar_000128_000019.png
weimar_000090_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000090_000019_leftImg8bit.png,./Data/masks/weimar_000090_000019.png
weimar_000122_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000122_000019_leftImg8bit.png,./Data/masks/weimar_000122_000019.png
weimar_000051_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000051_000019_leftImg8bit.png,./Data/masks/weimar_000051_000019.png
weimar_000024_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000024_000019_leftImg8bit.png,./Data/masks/weimar_000024_000019.png
weimar_000015_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000015_000019_leftImg8bit.png,./Data/masks/weimar_000015_000019.png
weimar_000113_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000113_000019_leftImg8bit.png,./Data/masks/weimar_000113_000019.png
weimar_000060_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000060_000019_leftImg8bit.png,./Data/masks/weimar_000060_000019.png
weimar_000119_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000119_000019_leftImg8bit.png,./Data/masks/weimar_000119_000019.png
weimar_000029_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000029_000019_leftImg8bit.png,./Data/masks/weimar_000029_000019.png
weimar_000097_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000097_000019_leftImg8bit.png,./Data/masks/weimar_000097_000019.png
weimar_000125_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000125_000019_leftImg8bit.png,./Data/masks/weimar_000125_000019.png
weimar_000056_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000056_000019_leftImg8bit.png,./Data/masks/weimar_000056_000019.png
weimar_000023_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000023_000019_leftImg8bit.png,./Data/masks/weimar_000023_000019.png
weimar_000012_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000012_000019_leftImg8bit.png,./Data/masks/weimar_000012_000019.png
weimar_000114_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000114_000019_leftImg8bit.png,./Data/masks/weimar_000114_000019.png
weimar_000067_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000067_000019_leftImg8bit.png,./Data/masks/weimar_000067_000019.png
weimar_000018_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000018_000019_leftImg8bit.png,./Data/masks/weimar_000018_000019.png
weimar_000020_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000020_000019_leftImg8bit.png,./Data/masks/weimar_000020_000019.png
weimar_000094_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000094_000019_leftImg8bit.png,./Data/masks/weimar_000094_000019.png
weimar_000055_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000055_000019_leftImg8bit.png,./Data/masks/weimar_000055_000019.png
weimar_000126_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000126_000019_leftImg8bit.png,./Data/masks/weimar_000126_000019.png
weimar_000064_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000064_000019_leftImg8bit.png,./Data/masks/weimar_000064_000019.png
weimar_000117_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000117_000019_leftImg8bit.png,./Data/masks/weimar_000117_000019.png
weimar_000011_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000011_000019_leftImg8bit.png,./Data/masks/weimar_000011_000019.png
weimar_000027_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000027_000019_leftImg8bit.png,./Data/masks/weimar_000027_000019.png
weimar_000093_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000093_000019_leftImg8bit.png,./Data/masks/weimar_000093_000019.png
weimar_000052_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000052_000019_leftImg8bit.png,./Data/masks/weimar_000052_000019.png
weimar_000121_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000121_000019_leftImg8bit.png,./Data/masks/weimar_000121_000019.png
weimar_000099_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000099_000019_leftImg8bit.png,./Data/masks/weimar_000099_000019.png
weimar_000058_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000058_000019_leftImg8bit.png,./Data/masks/weimar_000058_000019.png
weimar_000069_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000069_000019_leftImg8bit.png,./Data/masks/weimar_000069_000019.png
weimar_000063_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000063_000019_leftImg8bit.png,./Data/masks/weimar_000063_000019.png
weimar_000110_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000110_000019_leftImg8bit.png,./Data/masks/weimar_000110_000019.png
weimar_000016_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000016_000019_leftImg8bit.png,./Data/masks/weimar_000016_000019.png
weimar_000111_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000111_000019_leftImg8bit.png,./Data/masks/weimar_000111_000019.png
weimar_000062_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000062_000019_leftImg8bit.png,./Data/masks/weimar_000062_000019.png
weimar_000017_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000017_000019_leftImg8bit.png,./Data/masks/weimar_000017_000019.png
weimar_000068_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000068_000019_leftImg8bit.png,./Data/masks/weimar_000068_000019.png
weimar_000059_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000059_000019_leftImg8bit.png,./Data/masks/weimar_000059_000019.png
weimar_000098_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000098_000019_leftImg8bit.png,./Data/masks/weimar_000098_000019.png
weimar_000026_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000026_000019_leftImg8bit.png,./Data/masks/weimar_000026_000019.png
weimar_000120_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000120_000019_leftImg8bit.png,./Data/masks/weimar_000120_000019.png
weimar_000053_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000053_000019_leftImg8bit.png,./Data/masks/weimar_000053_000019.png
weimar_000092_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000092_000019_leftImg8bit.png,./Data/masks/weimar_000092_000019.png
weimar_000116_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000116_000019_leftImg8bit.png,./Data/masks/weimar_000116_000019.png
weimar_000065_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000065_000019_leftImg8bit.png,./Data/masks/weimar_000065_000019.png
weimar_000010_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000010_000019_leftImg8bit.png,./Data/masks/weimar_000010_000019.png
weimar_000021_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000021_000019_leftImg8bit.png,./Data/masks/weimar_000021_000019.png
weimar_000127_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000127_000019_leftImg8bit.png,./Data/masks/weimar_000127_000019.png
weimar_000054_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000054_000019_leftImg8bit.png,./Data/masks/weimar_000054_000019.png
weimar_000095_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000095_000019_leftImg8bit.png,./Data/masks/weimar_000095_000019.png
weimar_000019_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000019_000019_leftImg8bit.png,./Data/masks/weimar_000019_000019.png
weimar_000013_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000013_000019_leftImg8bit.png,./Data/masks/weimar_000013_000019.png
weimar_000066_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000066_000019_leftImg8bit.png,./Data/masks/weimar_000066_000019.png
weimar_000115_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000115_000019_leftImg8bit.png,./Data/masks/weimar_000115_000019.png
weimar_000057_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000057_000019_leftImg8bit.png,./Data/masks/weimar_000057_000019.png
weimar_000124_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000124_000019_leftImg8bit.png,./Data/masks/weimar_000124_000019.png
weimar_000096_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000096_000019_leftImg8bit.png,./Data/masks/weimar_000096_000019.png
weimar_000022_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000022_000019_leftImg8bit.png,./Data/masks/weimar_000022_000019.png
weimar_000028_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000028_000019_leftImg8bit.png,./Data/masks/weimar_000028_000019.png
weimar_000118_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000118_000019_leftImg8bit.png,./Data/masks/weimar_000118_000019.png
weimar_000014_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000014_000019_leftImg8bit.png,./Data/masks/weimar_000014_000019.png
weimar_000061_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000061_000019_leftImg8bit.png,./Data/masks/weimar_000061_000019.png
weimar_000112_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000112_000019_leftImg8bit.png,./Data/masks/weimar_000112_000019.png
weimar_000050_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000050_000019_leftImg8bit.png,./Data/masks/weimar_000050_000019.png
weimar_000123_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000123_000019_leftImg8bit.png,./Data/masks/weimar_000123_000019.png
weimar_000091_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000091_000019_leftImg8bit.png,./Data/masks/weimar_000091_000019.png
weimar_000025_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000025_000019_leftImg8bit.png,./Data/masks/weimar_000025_000019.png
weimar_000129_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000129_000019_leftImg8bit.png,./Data/masks/weimar_000129_000019.png
weimar_000006_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000006_000019_leftImg8bit.png,./Data/masks/weimar_000006_000019.png
weimar_000073_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000073_000019_leftImg8bit.png,./Data/masks/weimar_000073_000019.png
weimar_000100_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000100_000019_leftImg8bit.png,./Data/masks/weimar_000100_000019.png
weimar_000079_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000079_000019_leftImg8bit.png,./Data/masks/weimar_000079_000019.png
weimar_000089_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000089_000019_leftImg8bit.png,./Data/masks/weimar_000089_000019.png
weimar_000048_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000048_000019_leftImg8bit.png,./Data/masks/weimar_000048_000019.png
weimar_000083_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000083_000019_leftImg8bit.png,./Data/masks/weimar_000083_000019.png
weimar_000042_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000042_000019_leftImg8bit.png,./Data/masks/weimar_000042_000019.png
weimar_000131_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000131_000019_leftImg8bit.png,./Data/masks/weimar_000131_000019.png
weimar_000037_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000037_000019_leftImg8bit.png,./Data/masks/weimar_000037_000019.png
weimar_000001_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/weimar/weimar_000001_000019_leftImg8bit.png,./Data/masks/weimar_000001_000019.png
